"SubnetIDString","SubnetID","SiteName","DcInSite","MaskBits","SubnetMask"
"10.4.15.0/24","10.4.15.0","AR-HOMEOFFICE","True","24","255.255.255.0"
"10.90.254.8/30","10.90.254.8","CN-S08656-TM-HO","False","30","255.255.255.252"
"10.217.80.0/23","10.217.80.0","CA-Toronto-HO","True","23","255.255.254.0"
"10.152.24.0/21","10.152.24.0","US-S07048","False","21","255.255.248.0"
"192.168.33.226/32","192.168.33.226","ISD-EXCH","True","32","255.255.255.255"
"161.163.165.0/24","161.163.165.0","UK-Leeds-HO","True","24","255.255.255.0"
"55.96.96.0/21","55.96.96.0","CA-Toronto-HO","True","21","255.255.248.0"
"23.64.0.0/12","23.64.0.0","CAM-Nicaragua-HO","True","12","255.240.0.0"
"161.173.0.0/16","161.173.0.0","ISD","True","16","255.255.0.0"
"10.69.137.0/24","10.69.137.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.60.0.0/20","10.60.0.0","IN-S07406","False","20","255.255.240.0"
"10.0.255.19/32","10.0.255.19","US-S06061","False","32","255.255.255.255"
"10.0.255.101/32","10.0.255.101","US-S06499","False","32","255.255.255.255"
"10.157.112.0/20","10.157.112.0","CN-S07433","True","20","255.255.240.0"
"161.174.194.0/24","161.174.194.0","CA-Toronto-HO","True","24","255.255.255.0"
"10.4.7.0/24","10.4.7.0","AR-HOMEOFFICE","True","24","255.255.255.0"
"10.255.232.48/30","10.255.232.48","CA-S07084","False","30","255.255.255.252"
"55.0.0.0/8","55.0.0.0","ISD","True","8","255.0.0.0"
"30.3.160.0/19","30.3.160.0","US-S06024","False","19","255.255.224.0"
"10.157.208.0/20","10.157.208.0","US-S06909","False","20","255.255.240.0"
"10.0.255.116/32","10.0.255.116","US-S08229","False","32","255.255.255.255"
"156.95.91.4/30","156.95.91.4","MX-Azcapotzalco","True","30","255.255.255.252"
"11.11.0.0/17","11.11.0.0","ISD","True","17","255.255.128.0"
"10.0.255.115/32","10.0.255.115","US-S08229","False","32","255.255.255.255"
"161.166.40.56/32","161.166.40.56","ISD","True","32","255.255.255.255"
"252.0.0.0/7","252.0.0.0","ISD","True","7","254.0.0.0"
"10.100.0.0/24","10.100.0.0","ISD","True","24","255.255.255.0"
"172.26.155.133/32","172.26.155.133","ISD-EXCH","True","32","255.255.255.255"
"10.9.133.0/24","10.9.133.0","US-S06000","False","24","255.255.255.0"
"55.102.0.0/21","55.102.0.0","CA-Toronto-HO","True","21","255.255.248.0"
"10.0.255.70/32","10.0.255.70","US-S09850","False","32","255.255.255.255"
"10.219.228.0/23","10.219.228.0","CA-Toronto-HO","True","23","255.255.254.0"
"10.219.186.0/23","10.219.186.0","CA-Toronto-HO","True","23","255.255.254.0"
"10.0.255.106/32","10.0.255.106","US-S09849","False","32","255.255.255.255"
"10.9.64.4/30","10.9.64.4","PR-HOMEOFFICE","True","30","255.255.255.252"
"10.0.255.87/32","10.0.255.87","US-S09149","False","32","255.255.255.255"
"30.22.96.0/19","30.22.96.0","MX-S07486","False","19","255.255.224.0"
"10.11.0.0/16","10.11.0.0","ISD","True","16","255.255.0.0"
"172.26.152.106/32","172.26.152.106","ISD","True","32","255.255.255.255"
"172.26.164.28/32","172.26.164.28","ISD-EXCH","True","32","255.255.255.255"
"10.14.32.0/19","10.14.32.0","CN-HOMEOFFICE","True","19","255.255.224.0"
"10.162.0.0/21","10.162.0.0","ISD","True","21","255.255.248.0"
"161.174.101.0/24","161.174.101.0","CA-Sams-HO","False","24","255.255.255.0"
"161.163.95.0/24","161.163.95.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.0.255.129/32","10.0.255.129","US-S06697","False","32","255.255.255.255"
"172.26.160.98/32","172.26.160.98","ISD-EXCH","True","32","255.255.255.255"
"55.108.16.0/21","55.108.16.0","CA-Toronto-HO","True","21","255.255.248.0"
"172.33.64.112/29","172.33.64.112","US-S02126","False","29","255.255.255.248"
"30.0.0.0/19","30.0.0.0","CL-HOMEOFFICE","True","19","255.255.224.0"
"10.18.0.0/17","10.18.0.0","ISD","True","17","255.255.128.0"
"10.219.216.0/23","10.219.216.0","CA-Sams-HO","False","23","255.255.254.0"
"161.176.237.224/27","161.176.237.224","BR-Bompreco","False","27","255.255.255.224"
"10.0.255.111/32","10.0.255.111","US-S06698","False","32","255.255.255.255"
"10.8.0.0/16","10.8.0.0","ISD","True","16","255.255.0.0"
"30.8.192.0/19","30.8.192.0","US-S06074","False","19","255.255.224.0"
"161.174.208.0/24","161.174.208.0","CA-Toronto-HO","True","24","255.255.255.0"
"10.196.0.0/14","10.196.0.0","ISD","True","14","255.252.0.0"
"10.90.0.0/15","10.90.0.0","CN-HOMEOFFICE","True","15","255.254.0.0"
"161.174.125.0/24","161.174.125.0","CA-Toronto-HO","True","24","255.255.255.0"
"10.219.0.0/16","10.219.0.0","CA-Toronto-HO","True","16","255.255.0.0"
"161.168.0.0/16","161.168.0.0","ISD","True","16","255.255.0.0"
"10.90.254.108/30","10.90.254.108","CN-S08673-TM-Zhengjiang-DO","False","30","255.255.255.252"
"10.90.254.116/30","10.90.254.116","CN-S08674-TM-Suwan-DO","False","30","255.255.255.252"
"30.17.96.0/19","30.17.96.0","CA-S07084","False","19","255.255.224.0"
"10.162.120.0/21","10.162.120.0","US-S07034","False","21","255.255.248.0"
"172.26.156.50/32","172.26.156.50","ISD-EXCH","True","32","255.255.255.255"
"172.26.164.25/32","172.26.164.25","ISD-EXCH","True","32","255.255.255.255"
"30.14.32.0/19","30.14.32.0","US-S07021","False","19","255.255.224.0"
"172.26.155.19/32","172.26.155.19","ISD-EXCH","True","32","255.255.255.255"
"10.138.168.0/24","10.138.168.0","MX-S09762","False","24","255.255.255.0"
"161.163.122.0/24","161.163.122.0","UK-Leeds-HO","True","24","255.255.255.0"
"10.92.0.0/20","10.92.0.0","CN-S07495","False","20","255.255.240.0"
"172.26.156.15/32","172.26.156.15","ISD-EXCH","True","32","255.255.255.255"
"148.250.246.0/24","148.250.246.0","MX-S07482-b","False","24","255.255.255.0"
"10.138.169.0/24","10.138.169.0","MX-S09762","False","24","255.255.255.0"
"172.28.0.0/15","172.28.0.0","US-GEC","True","15","255.254.0.0"
"172.26.155.110/32","172.26.155.110","ISD-EXCH","True","32","255.255.255.255"
"30.34.96.0/19","30.34.96.0","CN-S07495","False","19","255.255.224.0"
"172.26.156.13/32","172.26.156.13","ISD-EXCH","True","32","255.255.255.255"
"10.248.144.0/21","10.248.144.0","MX-S07795","False","21","255.255.248.0"
"148.250.247.0/24","148.250.247.0","MX-S07482-b","False","24","255.255.255.0"
"172.26.155.106/32","172.26.155.106","ISD-EXCH","True","32","255.255.255.255"
"30.22.128.0/19","30.22.128.0","MX-S07795","False","19","255.255.224.0"
"10.11.142.64/26","10.11.142.64","US-S06061","False","26","255.255.255.192"
"10.150.244.0/22","10.150.244.0","US-S07837","False","22","255.255.252.0"
"172.26.157.104/29","172.26.157.104","ISD-EXCH","True","29","255.255.255.248"
"30.34.128.0/19","30.34.128.0","US-S07100","False","19","255.255.224.0"
"10.112.80.0/24","10.112.80.0","CA-Sams-HO","False","24","255.255.255.0"
"172.26.155.105/32","172.26.155.105","ISD-EXCH","True","32","255.255.255.255"
"161.163.222.52/32","161.163.222.52","ZA-S08112","False","32","255.255.255.255"
"10.11.142.192/26","10.11.142.192","US-S06061","False","26","255.255.255.192"
"10.191.35.80/29","10.191.35.80","US-S06061","False","29","255.255.255.248"
"10.150.224.0/20","10.150.224.0","US-S07976","False","20","255.255.240.0"
"172.26.155.47/32","172.26.155.47","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.138/32","172.26.155.138","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.164/32","172.26.155.164","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.101/32","172.26.155.101","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.109/32","172.26.155.109","ISD-EXCH","True","32","255.255.255.255"
"10.151.64.0/20","10.151.64.0","US-S06974","False","20","255.255.240.0"
"172.26.155.102/32","172.26.155.102","ISD-EXCH","True","32","255.255.255.255"
"30.34.192.0/21","30.34.192.0","US-S07101","False","21","255.255.248.0"
"172.26.157.112/28","172.26.157.112","ISD-EXCH","True","28","255.255.255.240"
"10.151.208.0/20","10.151.208.0","US-S07100","False","20","255.255.240.0"
"172.26.155.104/32","172.26.155.104","ISD-EXCH","True","32","255.255.255.255"
"161.163.167.0/24","161.163.167.0","UK-Leeds-HO","True","24","255.255.255.0"
"172.26.157.128/30","172.26.157.128","ISD-EXCH","True","30","255.255.255.252"
"10.151.224.0/20","10.151.224.0","US-S07101","False","20","255.255.240.0"
"10.11.142.128/26","10.11.142.128","US-S06061","False","26","255.255.255.192"
"10.11.142.0/26","10.11.142.0","US-S06061","False","26","255.255.255.192"
"30.32.192.0/19","30.32.192.0","UK-S07474","False","19","255.255.224.0"
"172.26.155.103/32","172.26.155.103","ISD-EXCH","True","32","255.255.255.255"
"10.62.16.0/20","10.62.16.0","UK-S07474","False","20","255.255.240.0"
"172.26.155.108/32","172.26.155.108","ISD-EXCH","True","32","255.255.255.255"
"10.169.152.0/21","10.169.152.0","US-S08229","False","21","255.255.248.0"
"172.27.21.44/30","172.27.21.44","CN-HOMEOFFICE","True","30","255.255.255.252"
"172.27.21.244/30","172.27.21.244","BR-HOMEOFFICE","False","30","255.255.255.252"
"156.95.91.28/30","156.95.91.28","AR-HOMEOFFICE","True","30","255.255.255.252"
"8.0.0.0/5","8.0.0.0","ISD","True","5","248.0.0.0"
"10.161.64.0/21","10.161.64.0","US-S04894","False","21","255.255.248.0"
"10.153.232.0/21","10.153.232.0","US-S06493","False","21","255.255.248.0"
"10.153.160.0/21","10.153.160.0","US-S06024","False","21","255.255.248.0"
"10.191.34.32/29","10.191.34.32","US-S06054","False","29","255.255.255.248"
"10.150.100.0/22","10.150.100.0","IN-S07404","False","22","255.255.252.0"
"172.27.21.52/30","172.27.21.52","PR-HOMEOFFICE","True","30","255.255.255.252"
"10.59.20.0/22","10.59.20.0","BR-S04995","False","22","255.255.252.0"
"156.95.82.120/30","156.95.82.120","US-S06038","False","30","255.255.255.252"
"10.162.216.0/21","10.162.216.0","US-S06080","False","21","255.255.248.0"
"161.166.40.65/32","161.166.40.65","ISD-EXCH","True","32","255.255.255.255"
"161.166.124.83/32","161.166.124.83","ISD-EXCH","True","32","255.255.255.255"
"161.163.152.0/23","161.163.152.0","UK-George-HO","True","23","255.255.254.0"
"10.153.208.0/21","10.153.208.0","US-S06026","False","21","255.255.248.0"
"10.0.253.25/32","10.0.253.25","PR-HOMEOFFICE","True","32","255.255.255.255"
"10.0.254.0/24","10.0.254.0","CN-HOMEOFFICE","True","24","255.255.255.0"
"10.1.8.4/30","10.1.8.4","US-S06016","False","30","255.255.255.252"
"161.176.252.0/24","161.176.252.0","BR-HOMEOFFICE","False","24","255.255.255.0"
"10.90.16.0/20","10.90.16.0","CN-S08657-TM-Southern-RO","False","20","255.255.240.0"
"161.174.64.0/24","161.174.64.0","CA-Toronto-HO","True","24","255.255.255.0"
"10.7.0.0/16","10.7.0.0","MX-Azcapotzalco","True","16","255.255.0.0"
"10.112.48.0/24","10.112.48.0","CA-Toronto-HO","True","24","255.255.255.0"
"161.163.47.0/24","161.163.47.0","CN-HOMEOFFICE","True","24","255.255.255.0"
"10.217.222.0/23","10.217.222.0","ISD","True","23","255.255.254.0"
"10.51.0.0/16","10.51.0.0","ISD","True","16","255.255.0.0"
"19.180.0.0/16","19.180.0.0","JP-Akabane","True","16","255.255.0.0"
"30.18.160.0/19","30.18.160.0","UK-S07438","False","19","255.255.224.0"
"156.91.0.0/16","156.91.0.0","ISD","True","16","255.255.0.0"
"10.27.0.0/16","10.27.0.0","ISD","True","16","255.255.0.0"
"10.255.241.244/30","10.255.241.244","US-S06009","False","30","255.255.255.252"
"10.8.112.0/21","10.8.112.0","BR-HOMEOFFICE","False","21","255.255.248.0"
"30.15.192.0/19","30.15.192.0","US-S07045","False","19","255.255.224.0"
"10.148.0.0/29","10.148.0.0","US-S06020","False","29","255.255.255.248"
"30.10.192.0/19","30.10.192.0","US-S06097","False","19","255.255.224.0"
"161.163.66.0/24","161.163.66.0","AR-HOMEOFFICE","True","24","255.255.255.0"
"161.163.184.0/22","161.163.184.0","CN-S09000","True","22","255.255.252.0"
"10.217.98.0/23","10.217.98.0","CA-Toronto-HO","True","23","255.255.254.0"
"30.31.64.0/19","30.31.64.0","CA-S06080","False","19","255.255.224.0"
"248.0.0.0/6","248.0.0.0","ISD","True","6","252.0.0.0"
"30.4.160.0/19","30.4.160.0","US-S06036","False","19","255.255.224.0"
"30.24.96.0/19","30.24.96.0","US-S06903","False","19","255.255.224.0"
"10.156.0.0/16","10.156.0.0","UK-Leeds-HO","True","16","255.255.0.0"
"10.248.120.0/21","10.248.120.0","MX-S07471","False","21","255.255.248.0"
"10.219.120.0/23","10.219.120.0","CA-Toronto-HO","True","23","255.255.254.0"
"10.112.128.0/17","10.112.128.0","ISD","True","17","255.255.128.0"
"55.43.224.0/21","55.43.224.0","US-S00743","False","21","255.255.248.0"
"10.200.70.0/23","10.200.70.0","US-S00658","False","23","255.255.254.0"
"156.86.130.0/24","156.86.130.0","US-S00491","False","24","255.255.255.0"
"10.196.62.0/23","10.196.62.0","US-S00491","False","23","255.255.254.0"
"156.85.66.0/24","156.85.66.0","US-S00490","False","24","255.255.255.0"
"156.84.89.0/24","156.84.89.0","US-S00489","False","24","255.255.255.0"
"10.193.142.0/23","10.193.142.0","US-S00489","False","23","255.255.254.0"
"10.197.244.0/23","10.197.244.0","US-S00488","False","23","255.255.254.0"
"156.87.92.0/24","156.87.92.0","US-S00487","False","24","255.255.255.0"
"10.196.238.0/23","10.196.238.0","US-S00486","False","23","255.255.254.0"
"156.85.63.0/24","156.85.63.0","US-S00484","False","24","255.255.255.0"
"161.175.205.0/24","161.175.205.0","US-S00483","False","24","255.255.255.0"
"10.215.76.0/23","10.215.76.0","US-S00483","False","23","255.255.254.0"
"156.90.175.0/24","156.90.175.0","US-S00482","False","24","255.255.255.0"
"156.87.91.0/24","156.87.91.0","US-S00481","False","24","255.255.255.0"
"156.87.90.0/24","156.87.90.0","US-S00480","False","24","255.255.255.0"
"161.175.19.0/24","161.175.19.0","US-S00479","False","24","255.255.255.0"
"10.212.30.0/23","10.212.30.0","US-S00479","False","23","255.255.254.0"
"156.88.85.0/24","156.88.85.0","US-S00478","False","24","255.255.255.0"
"161.176.173.0/24","161.176.173.0","US-S00475","False","24","255.255.255.0"
"10.213.84.0/23","10.213.84.0","US-S00475","False","23","255.255.254.0"
"10.214.170.0/23","10.214.170.0","US-S00492","False","23","255.255.254.0"
"161.175.148.0/24","161.175.148.0","US-S00492","False","24","255.255.255.0"
"156.86.131.0/24","156.86.131.0","US-S00493","False","24","255.255.255.0"
"161.175.173.0/24","161.175.173.0","US-S00494","False","24","255.255.255.0"
"161.163.9.0/24","161.163.9.0","BR-HOMEOFFICE","False","24","255.255.255.0"
"10.156.24.0/21","10.156.24.0","UK-S07439","False","21","255.255.248.0"
"161.176.181.0/24","161.176.181.0","US-S00001","False","24","255.255.255.0"
"10.213.100.0/23","10.213.100.0","US-S00001","False","23","255.255.254.0"
"161.175.20.0/24","161.175.20.0","US-S00502","False","24","255.255.255.0"
"10.214.218.0/23","10.214.218.0","US-S00494","False","23","255.255.254.0"
"156.87.95.0/24","156.87.95.0","US-S00505","False","24","255.255.255.0"
"10.197.188.0/23","10.197.188.0","US-S00505","False","23","255.255.254.0"
"161.176.24.0/24","161.176.24.0","US-S00504","False","24","255.255.255.0"
"156.86.126.0/24","156.86.126.0","US-S00474","False","24","255.255.255.0"
"10.212.168.0/23","10.212.168.0","US-S00504","False","23","255.255.254.0"
"10.212.32.0/23","10.212.32.0","US-S00502","False","23","255.255.254.0"
"10.218.100.0/23","10.218.100.0","US-S00501","False","23","255.255.254.0"
"161.175.13.0/24","161.175.13.0","US-S00500","False","24","255.255.255.0"
"10.212.18.0/23","10.212.18.0","US-S00500","False","23","255.255.254.0"
"10.196.228.0/23","10.196.228.0","US-S00499","False","23","255.255.254.0"
"156.84.92.0/24","156.84.92.0","US-S00498","False","24","255.255.255.0"
"10.193.38.0/23","10.193.38.0","US-S00498","False","23","255.255.254.0"
"161.164.51.0/24","161.164.51.0","US-S00497","False","24","255.255.255.0"
"10.218.76.0/23","10.218.76.0","US-S00495","False","23","255.255.254.0"
"156.85.67.0/24","156.85.67.0","US-S00503","False","24","255.255.255.0"
"156.86.125.0/24","156.86.125.0","US-S00473","False","24","255.255.255.0"
"10.68.12.0/24","10.68.12.0","US-S00472","False","24","255.255.255.0"
"10.211.146.0/23","10.211.146.0","US-S00472","False","23","255.255.254.0"
"10.211.184.0/23","10.211.184.0","US-S00448","False","23","255.255.254.0"
"10.193.2.0/23","10.193.2.0","US-S00447","False","23","255.255.254.0"
"156.88.76.0/24","156.88.76.0","US-S00446","False","24","255.255.255.0"
"10.196.180.0/23","10.196.180.0","US-S00445","False","23","255.255.254.0"
"156.84.84.0/24","156.84.84.0","US-S00444","False","24","255.255.255.0"
"10.193.140.0/23","10.193.140.0","US-S00444","False","23","255.255.254.0"
"156.88.75.0/24","156.88.75.0","US-S00443","False","24","255.255.255.0"
"161.175.154.0/24","161.175.154.0","US-S00442","False","24","255.255.255.0"
"10.214.182.0/23","10.214.182.0","US-S00442","False","23","255.255.254.0"
"10.68.76.0/24","10.68.76.0","US-S00448","False","24","255.255.255.0"
"156.88.72.0/24","156.88.72.0","US-S00438","False","24","255.255.255.0"
"156.87.82.0/24","156.87.82.0","US-S00436","False","24","255.255.255.0"
"10.223.112.0/23","10.223.112.0","US-S00435","False","23","255.255.254.0"
"161.175.163.0/24","161.175.163.0","US-S00434","False","24","255.255.255.0"
"10.214.198.0/23","10.214.198.0","US-S00434","False","23","255.255.254.0"
"156.87.78.0/24","156.87.78.0","US-S00432","False","24","255.255.255.0"
"10.199.30.0/23","10.199.30.0","US-S00432","False","23","255.255.254.0"
"161.175.91.0/24","161.175.91.0","US-S00431","False","24","255.255.255.0"
"10.214.44.0/23","10.214.44.0","US-S00431","False","23","255.255.254.0"
"161.175.236.0/24","161.175.236.0","US-S00430","False","24","255.255.255.0"
"156.88.71.0/24","156.88.71.0","US-S00437","False","24","255.255.255.0"
"161.163.128.0/20","161.163.128.0","UK-Leeds-HO","True","20","255.255.240.0"
"10.201.14.0/23","10.201.14.0","US-S00449","False","23","255.255.254.0"
"156.85.61.0/24","156.85.61.0","US-S00451","False","24","255.255.255.0"
"156.88.83.0/24","156.88.83.0","US-S00471","False","24","255.255.255.0"
"10.201.166.0/23","10.201.166.0","US-S00471","False","23","255.255.254.0"
"156.90.174.0/24","156.90.174.0","US-S00470","False","24","255.255.255.0"
"156.87.89.0/24","156.87.89.0","US-S00469","False","24","255.255.255.0"
"156.84.86.0/24","156.84.86.0","US-S00468","False","24","255.255.255.0"
"161.175.164.0/24","161.175.164.0","US-S00467","False","24","255.255.255.0"
"10.214.200.0/23","10.214.200.0","US-S00467","False","23","255.255.254.0"
"10.196.222.0/23","10.196.222.0","US-S00466","False","23","255.255.254.0"
"156.90.173.0/24","156.90.173.0","US-S00465","False","24","255.255.255.0"
"10.218.204.0/23","10.218.204.0","US-S00450","False","23","255.255.254.0"
"156.86.122.0/24","156.86.122.0","US-S00464","False","24","255.255.255.0"
"10.223.118.0/23","10.223.118.0","US-S00462","False","23","255.255.254.0"
"10.196.212.0/23","10.196.212.0","US-S00461","False","23","255.255.254.0"
"156.87.87.0/24","156.87.87.0","US-S00460","False","24","255.255.255.0"
"156.88.79.0/24","156.88.79.0","US-S00459","False","24","255.255.255.0"
"10.223.116.0/23","10.223.116.0","US-S00458","False","23","255.255.254.0"
"156.88.78.0/24","156.88.78.0","US-S00457","False","24","255.255.255.0"
"10.223.114.0/23","10.223.114.0","US-S00456","False","23","255.255.254.0"
"156.85.62.0/24","156.85.62.0","US-S00453","False","24","255.255.255.0"
"156.89.18.0/24","156.89.18.0","US-S00452","False","24","255.255.255.0"
"156.87.88.0/24","156.87.88.0","US-S00463","False","24","255.255.255.0"
"161.163.142.128/25","161.163.142.128","UK-Leeds-HO","True","25","255.255.255.128"
"10.171.80.0/21","10.171.80.0","JP-Hokkaido","False","21","255.255.248.0"
"148.250.12.0/24","148.250.12.0","MX-Azcapotzalco","True","24","255.255.255.0"
"148.250.184.0/24","148.250.184.0","MX-Toreo","False","24","255.255.255.0"
"148.250.183.0/24","148.250.183.0","MX-Toreo","False","24","255.255.255.0"
"148.250.182.0/24","148.250.182.0","MX-Toreo","False","24","255.255.255.0"
"148.250.181.0/24","148.250.181.0","MX-Toreo","False","24","255.255.255.0"
"148.250.180.0/24","148.250.180.0","MX-Toreo","False","24","255.255.255.0"
"148.250.179.0/24","148.250.179.0","MX-Toreo","False","24","255.255.255.0"
"148.250.178.0/24","148.250.178.0","MX-Toreo","False","24","255.255.255.0"
"148.250.177.0/24","148.250.177.0","MX-Toreo","False","24","255.255.255.0"
"148.250.176.0/24","148.250.176.0","MX-Toreo","False","24","255.255.255.0"
"148.250.90.0/24","148.250.90.0","MX-Universidad","False","24","255.255.255.0"
"148.250.175.0/24","148.250.175.0","MX-Toreo","False","24","255.255.255.0"
"148.250.173.0/24","148.250.173.0","MX-Toreo","False","24","255.255.255.0"
"148.250.172.0/25","148.250.172.0","MX-Toreo","False","25","255.255.255.128"
"148.250.171.0/25","148.250.171.0","MX-Toreo","False","25","255.255.255.128"
"148.250.170.0/25","148.250.170.0","MX-Toreo","False","25","255.255.255.128"
"148.250.169.0/25","148.250.169.0","MX-Toreo","False","25","255.255.255.128"
"161.177.41.0/24","161.177.41.0","MX-SanMateo","False","24","255.255.255.0"
"161.177.40.0/24","161.177.40.0","MX-SanMateo","False","24","255.255.255.0"
"161.177.36.0/24","161.177.36.0","MX-SanMateo","False","24","255.255.255.0"
"161.177.14.0/24","161.177.14.0","MX-SanMateo","False","24","255.255.255.0"
"148.250.174.0/24","148.250.174.0","MX-Toreo","False","24","255.255.255.0"
"161.177.13.0/24","161.177.13.0","MX-SanMateo","False","24","255.255.255.0"
"148.250.91.0/24","148.250.91.0","MX-Universidad","False","24","255.255.255.0"
"148.250.93.0/24","148.250.93.0","MX-Universidad","False","24","255.255.255.0"
"161.163.13.0/25","161.163.13.0","TH-S09750","False","25","255.255.255.128"
"161.163.52.0/24","161.163.52.0","CN-S09000","True","24","255.255.255.0"
"10.143.238.0/23","10.143.238.0","UK-Leeds-DR","True","23","255.255.254.0"
"161.163.12.0/25","161.163.12.0","SG-S09500","False","25","255.255.255.128"
"161.177.27.0/24","161.177.27.0","MX-S07486","False","24","255.255.255.0"
"161.177.0.40/30","161.177.0.40","MX-S07486","False","30","255.255.255.252"
"161.177.0.36/30","161.177.0.36","MX-S07486","False","30","255.255.255.252"
"10.156.40.0/21","10.156.40.0","UK-S07451","False","21","255.255.248.0"
"10.156.16.0/21","10.156.16.0","UK-S07444","False","21","255.255.248.0"
"148.250.92.0/24","148.250.92.0","MX-Universidad","False","24","255.255.255.0"
"10.156.8.0/21","10.156.8.0","UK-S07421","False","21","255.255.248.0"
"161.176.232.0/22","161.176.232.0","BR-HOMEOFFICE","False","22","255.255.252.0"
"161.176.243.0/24","161.176.243.0","AR-HOMEOFFICE","True","24","255.255.255.0"
"161.176.244.0/22","161.176.244.0","AR-HOMEOFFICE","True","22","255.255.252.0"
"10.146.160.0/21","10.146.160.0","US-S09153","False","21","255.255.248.0"
"161.176.236.0/24","161.176.236.0","BR-Bompreco","False","24","255.255.255.0"
"10.11.0.32/27","10.11.0.32","US-S09476","False","27","255.255.255.224"
"10.146.144.0/21","10.146.144.0","US-S07047","False","21","255.255.248.0"
"148.250.95.0/24","148.250.95.0","MX-Universidad","False","24","255.255.255.0"
"148.250.94.0/24","148.250.94.0","MX-Universidad","False","24","255.255.255.0"
"10.156.0.0/21","10.156.0.0","UK-S07447","False","21","255.255.248.0"
"156.89.16.0/24","156.89.16.0","US-S00429","False","24","255.255.255.0"
"161.177.12.0/24","161.177.12.0","MX-SanMateo","False","24","255.255.255.0"
"161.177.24.0/25","161.177.24.0","MX-Polanco","False","25","255.255.255.128"
"148.250.29.128/25","148.250.29.128","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.29.0/25","148.250.29.0","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.28.128/25","148.250.28.128","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.28.0/25","148.250.28.0","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.27.128/25","148.250.27.128","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.26.128/25","148.250.26.128","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.26.0/25","148.250.26.0","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.25.128/25","148.250.25.128","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.25.0/25","148.250.25.0","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.30.0/25","148.250.30.0","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.89.0/24","148.250.89.0","MX-Azcapotzalco","True","24","255.255.255.0"
"148.250.22.0/24","148.250.22.0","MX-Azcapotzalco","True","24","255.255.255.0"
"148.250.21.0/24","148.250.21.0","MX-Azcapotzalco","True","24","255.255.255.0"
"148.250.20.0/24","148.250.20.0","MX-Azcapotzalco","True","24","255.255.255.0"
"148.250.19.0/24","148.250.19.0","MX-Azcapotzalco","True","24","255.255.255.0"
"148.250.18.0/24","148.250.18.0","MX-Azcapotzalco","True","24","255.255.255.0"
"148.250.17.0/24","148.250.17.0","MX-Azcapotzalco","True","24","255.255.255.0"
"148.250.16.0/24","148.250.16.0","MX-Azcapotzalco","True","24","255.255.255.0"
"148.250.7.0/24","148.250.7.0","MX-Azcapotzalco","True","24","255.255.255.0"
"148.250.2.0/24","148.250.2.0","MX-Azcapotzalco","True","24","255.255.255.0"
"148.250.23.0/24","148.250.23.0","MX-Azcapotzalco","True","24","255.255.255.0"
"161.177.8.0/24","161.177.8.0","MX-SanMateo","False","24","255.255.255.0"
"148.250.30.128/25","148.250.30.128","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.32.0/25","148.250.32.0","MX-Azcapotzalco","True","25","255.255.255.128"
"161.177.7.0/24","161.177.7.0","MX-Polanco","False","24","255.255.255.0"
"161.177.0.76/30","161.177.0.76","MX-Polanco","False","30","255.255.255.252"
"161.177.0.72/30","161.177.0.72","MX-Polanco","False","30","255.255.255.252"
"148.250.60.0/24","148.250.60.0","MX-Polanco","False","24","255.255.255.0"
"148.250.50.0/24","148.250.50.0","MX-FelixCuevas","False","24","255.255.255.0"
"148.250.49.0/26","148.250.49.0","MX-FelixCuevas","False","26","255.255.255.192"
"10.164.34.0/23","10.164.34.0","MX-S06388","False","23","255.255.254.0"
"10.164.36.0/23","10.164.36.0","MX-S06388","False","23","255.255.254.0"
"148.250.37.0/24","148.250.37.0","MX-Bolivar","False","24","255.255.255.0"
"148.250.31.128/25","148.250.31.128","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.33.0/24","148.250.33.0","MX-Bolivar","False","24","255.255.255.0"
"148.250.8.0/25","148.250.8.0","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.5.0/25","148.250.5.0","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.109.128/25","148.250.109.128","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.109.0/25","148.250.109.0","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.108.128/25","148.250.108.128","MX-Azcapotzalco","True","25","255.255.255.128"
"148.250.108.0/25","148.250.108.0","MX-Azcapotzalco","True","25","255.255.255.128"
